ri_id,lead_image,ri_name,text_file,n_En,n_Fa,n_Fs,n_Fm,n_Fp,n_Fo3,n_Ca,n_Su,n_Fb,n_St,n_Pr,n_Sa,n_Al,serving_size
1153,20200514_155146_orange beet & tomato salad.jpg,orange beet & tomato salad,20200514_155146_orange beet & tomato salad.txt,81,3.31,0.81,0.39,0.27,0.0,11.75,9.09,1.5,0.15,1.59,0.72,0.0,188
1154,20210409_204817_lemon chicken w kimchi.jpg,lemon chicken w kimchi,20210409_204817_lemon chicken w kimchi.txt,209,14.59,4.08,5.79,1.71,0.0,1.26,1.08,0.31,0.05,18.18,1.31,0.0,262
1155,20200704_185940_crispy salt and pepper coating.jpg,crispy salt and pepper coating,20200704_185940_crispy salt and pepper coating.txt,281,4.96,0.98,1.43,1.72,0.0,49.41,3.12,6.24,29.29,11.51,5.6,0.0,0
1156,20200131_225937_frazzles & cheese.jpg,frazzles & cheese,20200131_225937_frazzles & cheese.txt,1056,64.62,25.73,25.95,2.68,0.0,83.48,6.33,3.87,56.21,34.3,5.02,0.0,21
1157,20200909_184710_prawns gfb salad & cauliflower cheese.jpg,prawns gfb salad & cauliflower cheese,20200909_184710_prawns gfb salad & cauliflower cheese.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,484
1158,20190805_162257_broccoli.jpg,broccoli,20190805_162257_broccoli.txt,34.0,0.4,0.0,0.0,0.0,0,6.6,1.7,2.6,0.0,2.8,0.1,0,0
1159,20191207_115046_prawn and pork broth w courgette ribbons.jpg,prawn and pork broth w courgette ribbons,20191207_115046_prawn and pork broth w courgette ribbons.txt,57,2.39,0.73,0.54,0.29,0.0,2.33,1.27,0.64,0.05,6.67,0.95,0.0,634
1160,20190521_170157_seared chicken and roast veggies w omelette.jpg,seared chicken and roast veggies w omelette,20190521_170157_seared chicken and roast veggies w omelette.txt,106,3.21,0.68,0.74,0.51,0.0,11.2,3.46,2.49,0.21,8.47,0.94,0.0,316
1161,20190725_125623_potato salad w ham and grapes.jpg,potato salad w ham and grapes,20190725_125623_potato salad w ham and grapes.txt,161,10.44,1.36,0.71,0.33,0.03,12.56,3.56,1.52,0.09,4.53,0.56,0.0,240
1162,20190727_162507_sat leftover salad.jpg,sat leftover salad,20190727_162507_sat leftover salad.txt,56,3.15,0.4,0.21,0.13,0.01,5.68,2.13,0.94,0.18,1.81,0.27,0.0,193
1163,20200429_161841_mustard fishsticks.jpg,mustard fishsticks,20200429_161841_mustard fishsticks.txt,115,3.0,0.22,0.35,0.22,0.0,13.41,7.96,0.65,0.25,8.37,2.9,0.0,27
1164,20200229_225231_chaource & tomato crackers.jpg,chaource & tomato crackers,20200229_225231_chaource & tomato crackers.txt,277,20.41,5.95,5.5,0.61,0.0,16.35,1.94,1.13,13.78,7.23,1.05,0.0,27
1165,20200625_124559_ham & mustard fishstick.jpg,ham & mustard fishstick,20200625_124559_ham & mustard fishstick.txt,113,2.96,0.59,0.12,0.08,0.0,7.54,4.52,0.33,0.09,13.79,2.72,0.0,47
1166,20200221_154634_tag & cheese w salmon.jpg,tag & cheese w salmon,20200221_154634_tag & cheese w salmon.txt,153,8.39,3.73,2.52,0.87,0.19,4.23,2.14,1.29,0.01,10.9,0.47,0.0,360
1167,20190325_165723_chicken and cavolo nero w sunchoke and salami broth.jpg,chicken and cavolo nero w sunchoke and salami broth,20190325_165723_chicken and cavolo nero w sunchoke and salami broth.txt,42,1.49,0.36,0.42,0.2,0.0,2.11,1.14,0.62,0.01,4.56,0.45,0.0,593
1168,20190914_135340_prawns in garlic.jpg,prawns in garlic,20190914_135340_prawns in garlic.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,182
1169,20200213_121141_sweet potato & sage rosti.jpg,sweet potato & sage rosti,20200213_121141_sweet potato & sage rosti.txt,345,22.23,1.82,0.07,0.09,0.0,32.17,5.27,4.44,13.1,4.69,1.09,0.0,36
1170,20190910_124821_mushroom stuffing.jpg,mushroom stuffing,20190910_124821_mushroom stuffing.txt,193,8.92,3.32,2.27,1.86,0.0,18.52,3.88,1.56,7.14,10.08,0.66,0.0,222
1171,20190710_151130_apple radish and carrot salad w avocado.jpg,apple radish and carrot salad w avocado,20190710_151130_apple radish and carrot salad w avocado.txt,56,2.63,0.39,1.61,0.34,0.0,8.34,4.54,2.57,0.1,1.12,0.07,0.0,278
1172,20200909_184513_garlic prawns & garlic flatbread.jpg,garlic prawns & garlic flatbread,20200909_184513_garlic prawns & garlic flatbread.txt,223,13.5,7.78,2.84,0.48,0.0,11.54,0.77,0.54,0.47,13.25,2.52,0.0,114
1173,20210512_212327_saucy s&p ribs w prawns & squid.jpg,saucy s&p ribs w prawns & squid,20210512_212327_saucy s&p ribs w prawns & squid.txt,175,11.5,3.63,4.52,0.78,0.0,7.99,2.36,1.23,3.46,9.66,1.09,0.0,558
1174,20210812_135529_homegrown tomato & cucumber salad.jpg,homegrown tomato & cucumber salad,20210812_135529_homegrown tomato & cucumber salad.txt,74,6.69,0.94,4.77,0.59,0.0,3.52,2.09,0.87,0.29,0.76,0.09,0.0,280
1175,20200901_161551_burger salad.jpg,burger salad,20200901_161551_burger salad.txt,137,12.12,0.96,0.01,0.05,0.0,6.39,4.88,1.08,0.09,1.14,0.32,0.0,125
1176,20210714_145305_bamboo shoot broth w speckled pancake.jpg,bamboo shoot broth w speckled pancake,20210714_145305_bamboo shoot broth w speckled pancake.txt,46,2.4,1.13,0.75,0.28,0.35,2.89,0.98,0.39,0.8,3.18,1.08,0.0,498
1177,20190529_200131_mini ham and red pepper baguette.jpg,mini ham and red pepper baguette,20190529_200131_mini ham and red pepper baguette.txt,177,8.28,4.41,1.47,0.23,0.0,14.39,1.09,1.04,10.61,11.08,1.33,0.0,100
1178,20200503_201821_jam crumpet.jpg,jam crumpet,20200503_201821_jam crumpet.txt,296,13.18,8.07,3.23,0.46,0.0,39.79,8.38,1.65,0.0,5.32,1.54,0.0,65
1179,20190914_135529_prawns in garlic w prawn and beetroot salad.jpg,prawns in garlic w prawn and beetroot salad,20190914_135529_prawns in garlic w prawn and beetroot salad.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,415
1180,20200313_224710_moussaka snackfest.jpg,moussaka snackfest,20200313_224710_moussaka snackfest.txt,141,8.2,3.68,1.72,0.52,0.01,6.23,2.37,1.09,0.15,10.36,0.93,0.0,327
1181,20200620_122520_crunchy sweet short pastry orig.jpg,crunchy sweet short pastry orig,20200620_122520_crunchy sweet short pastry orig.txt,417,23.68,12.94,6.45,1.62,0.0,42.45,14.93,3.46,14.64,9.03,0.61,0.0,0
1182,20200122_113912_meatballs & tomato on tiger.jpg,meatballs & tomato on tiger,20200122_113912_meatballs & tomato on tiger.txt,208,11.68,1.81,1.29,0.48,0.0,15.14,1.89,1.1,11.39,10.03,0.9,0.0,260
1183,20200229_093903_tortilla & dips.jpg,tortilla & dips,20200229_093903_tortilla & dips.txt,256,13.54,1.6,0.0,0.0,0.0,29.58,3.73,2.51,0.0,3.14,1.06,0.0,48
1184,20210402_141422_cabbage courgette & chives.jpg,cabbage courgette & chives,20210402_141422_cabbage courgette & chives.txt,28,0.91,0.15,0.51,0.11,0.0,4.6,2.86,1.74,0.0,1.26,0.05,0.0,195
1185,20190718_143609_shrimp and lemongrass salad.jpg,shrimp and lemongrass salad,20190718_143609_shrimp and lemongrass salad.txt,60,1.1,0.21,0.3,0.29,0.0,5.47,2.6,0.74,0.1,7.39,0.8,0.0,275
1186,20200904_150949_spring greens beans & red cabbage.jpg,spring greens beans & red cabbage,20200904_150949_spring greens beans & red cabbage.txt,95,5.66,1.33,3.2,0.46,0.0,7.12,6.34,3.01,0.08,2.13,0.45,0.24,190
1187,20190512_182258_apple radish and carrot salad.jpg,apple radish and carrot salad,20190512_182258_apple radish and carrot salad.txt,59,2.76,0.39,1.74,0.38,0.0,8.91,4.18,2.81,0.28,1.05,0.11,0.0,284
1188,20190530_141429_smoked salmon w pear walnut.jpg,smoked salmon w pear walnut,20190530_141429_smoked salmon w pear walnut.txt,88,5.24,0.87,1.53,2.25,2.93,6.09,3.32,1.78,0.2,5.19,0.69,0.0,350
1189,20190920_104245_carrots watermelon ham & couscous.jpg,carrots watermelon ham & couscous,20190920_104245_carrots watermelon ham & couscous.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,270
1190,20201118_112950_plain wontan wrappers.jpg,plain wontan wrappers,20201118_112950_plain wontan wrappers.txt,340,2.91,0.81,0.93,0.79,0.34,67.25,0.47,2.86,8.68,9.91,0.5,0.0,5
1191,20200316_165517_spring onion & coriander omelette.jpg,spring onion & coriander omelette,20200316_165517_spring onion & coriander omelette.txt,131,8.03,2.62,3.08,1.59,0.0,2.2,1.04,0.18,0.0,11.32,0.79,0.0,73
1192,20190308_214255_sliced beef and beefy mushroom broth w spring onion.jpg,sliced beef and beefy mushroom broth w spring onion,20190308_214255_sliced beef and beefy mushroom broth w spring onion.txt,30,1.28,0.27,0.0,0.06,0.02,1.73,0.93,0.28,0.0,2.78,0.53,0.0,500
1193,20190626_111555_cheese & apple veggie haggis mix.jpg,cheese & apple veggie haggis mix,20190626_111555_cheese & apple veggie haggis mix.txt,144,8.48,4.57,2.47,0.81,0.1,10.04,4.11,1.97,1.98,7.34,0.97,0.0,629
1194,20190508_001246_movie snacks 20200507_2.jpg,movie snacks 20200507_2,20190508_001246_movie snacks 20200507_2.txt,381,16.2,8.0,1.7,0.24,0.0,51.55,18.39,2.27,20.55,6.95,0.87,0.0,87
1195,20190802_151624_lime and garlic dressing.jpg,lime and garlic dressing,20190802_151624_lime and garlic dressing.txt,95,0.16,0.02,0.01,0.04,0.0,23.71,18.18,0.51,0.45,1.5,1.68,0.0,59
1196,20190618_220724_ham apple & lemon basil pizza.jpg,ham apple & lemon basil pizza,20190618_220724_ham apple & lemon basil pizza.txt,256,8.89,4.11,0.84,0.11,0.05,30.11,5.92,2.61,0.05,12.58,1.22,0.0,380
1197,20210314_162551_large garlic flatbread.jpg,large garlic flatbread,20210314_162551_large garlic flatbread.txt,321,8.63,4.89,1.98,0.27,0.0,52.12,6.38,2.68,44.74,8.72,1.0,0.0,220
1198,20200902_154120_roast turkey thigh.jpg,roast turkey thigh,20200902_154120_roast turkey thigh.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,20200519_172447_mini lamb kofte kebab.jpg,mini lamb kofte kebab,20200519_172447_mini lamb kofte kebab.txt,197,9.56,1.95,1.46,0.17,0.0,17.58,3.8,1.3,0.46,9.62,0.6,0.0,170
1200,20200902_143236_mini steamed veg mac & cheese.jpg,mini steamed veg mac & cheese,20200902_143236_mini steamed veg mac & cheese.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,276
1201,20191109_173027_veggie moussaka.jpg,veggie moussaka,20191109_173027_veggie moussaka.txt,134,9.62,3.41,3.2,0.59,0.0,9.47,3.86,2.06,0.96,3.31,0.93,0.0,200
1202,20200619_152725_pan roasted squash & celeriac.jpg,pan roasted squash & celeriac,20200619_152725_pan roasted squash & celeriac.txt,156,9.26,5.77,2.17,0.38,0.0,18.79,3.31,3.49,0.0,2.33,1.9,0.0,100
1203,20210319_144523_miso aubergine.jpg,miso aubergine,20210319_144523_miso aubergine.txt,72,2.02,0.74,0.11,0.26,0.0,11.84,6.91,5.38,0.52,2.76,3.07,0.0,85
1204,20190525_141337_leek and cavolo nero in pea broth.jpg,leek and cavolo nero in pea broth,20190525_141337_leek and cavolo nero in pea broth.txt,40,0.95,0.28,0.31,0.09,0.0,6.32,2.52,1.23,0.49,1.42,0.48,0.0,500
1205,20190719_142651_seabass & vegetable linguine.jpg,seabass & vegetable linguine,20190719_142651_seabass & vegetable linguine.txt,94,2.91,0.98,0.44,0.25,0.22,4.87,1.87,1.91,0.12,4.92,0.72,0.0,480
1206,20190727_203027_orange and almond couscous.jpg,orange and almond couscous,20190727_203027_orange and almond couscous.txt,171,5.15,0.66,2.28,1.41,0.0,27.04,6.14,2.84,0.04,5.08,0.95,0.0,179
1207,20190719_142320_seared seabass fillet.jpg,seared seabass fillet,20190719_142320_seared seabass fillet.txt,150,6.49,1.09,1.58,1.24,1.24,0.0,0.0,0.0,0.0,21.38,0.85,0.0,0
1208,20190416_183901_salmon sushi platter.jpg,salmon sushi platter,20190416_183901_salmon sushi platter.txt,156,7.34,1.07,2.29,1.09,0.0,15.4,2.29,1.72,6.58,7.53,0.53,0.0,278
1209,20190114_155903_dashi substitute.jpg,dashi substitute,20190114_155903_dashi substitute.txt,7,0.54,0.4,0.0,0.0,0.0,0.55,0.12,0.01,0.0,0.16,1.05,0.0,0
1210,20210708_165602_prawn & mushroom kofte.jpg,prawn & mushroom kofte,20210708_165602_prawn & mushroom kofte.txt,175,9.09,1.83,4.39,0.95,0.63,4.8,1.54,1.1,0.8,18.59,1.0,0.0,27
1211,20190805_162257_seabass w broccoli & fried garlic.jpg,seabass w broccoli & fried garlic,20190805_162257_seabass w broccoli & fried garlic.txt,71,1.92,0.36,0.62,0.5,0.48,3.67,0.88,1.37,0.09,10.24,0.95,0.0,261
1212,20200103_140051_sdfs.jpg,sdfs,20200103_140051_sdfs.txt,254,1.51,0.25,0.0,0.0,0.0,50.46,0.88,2.55,40.86,8.82,0.78,0.0,102
1213,20210421_154909_turkey stirfry w teriyaki aubergine.jpg,turkey stirfry w teriyaki aubergine,20210421_154909_turkey stirfry w teriyaki aubergine.txt,120,8.08,5.26,1.54,0.4,0.0,7.55,3.34,1.91,0.24,5.39,0.52,0.0,535
1214,20200325_140113_squeaky lettuce.jpg,squeaky lettuce,20200325_140113_squeaky lettuce.txt,177,12.07,5.44,4.64,1.23,0.11,5.54,3.65,1.15,0.0,11.02,0.95,0.0,224
1215,20200904_123030_beetroot crackers.jpg,beetroot crackers,20200904_123030_beetroot crackers.txt,272,12.26,1.53,7.99,1.28,0.0,32.39,2.72,4.31,28.84,6.83,1.18,0.0,16
1216,20190904_140041_seared salmon w green beans & cavolo nero.jpg,seared salmon w green beans & cavolo nero,20190904_140041_seared salmon w green beans & cavolo nero.txt,92,4.44,0.77,1.9,0.7,0.0,3.35,2.01,1.27,0.17,9.19,0.34,0.0,405
1217,20200507_211756_movie snacks 20200507.jpg,movie snacks 20200507,20200507_211756_movie snacks 20200507.txt,257,13.01,2.81,1.13,0.27,0.07,22.77,3.48,1.28,3.63,11.6,1.16,0.0,332
1218,20210327_162649_prawn & broccoli broth.jpg,prawn & broccoli broth,20210327_162649_prawn & broccoli broth.txt,24,0.3,0.03,0.02,0.04,0.0,2.22,0.85,0.66,0.13,3.17,0.51,0.0,600
1219,20200131_152925_veg spinach tortilla.jpg,veg spinach tortilla,20200131_152925_veg spinach tortilla.txt,90,4.14,1.33,1.5,0.89,0.0,6.59,2.32,1.87,1.71,7.14,0.49,0.0,130
1220,20210730_150833_seared trout w courgette prawns & caprese salad.jpg,seared trout w courgette prawns & caprese salad,20210730_150833_seared trout w courgette prawns & caprese salad.txt,118,6.75,2.23,3.23,0.76,0.97,5.52,4.3,0.81,0.0,9.2,0.74,0.0,373
1221,20210611_221554_happy days.jpg,happy days,20210611_221554_happy days.txt,96,3.76,0.73,1.69,0.38,0.01,5.33,1.07,0.82,0.14,2.82,0.23,3.67,796
1222,20190619_144326_roast trout and potatoes.jpg,roast trout and potatoes,20190619_144326_roast trout and potatoes.txt,119,4.03,1.07,1.17,0.88,0.0,7.7,0.4,0.82,0.18,12.45,0.74,0.0,300
1223,20200603_134830_chive & halloumi croutons.jpg,chive & halloumi croutons,20200603_134830_chive & halloumi croutons.txt,209,14.77,7.47,4.68,1.66,0.0,1.98,0.88,0.22,0.0,16.33,2.32,0.0,130
1224,20190730_225827_movie snacks 20190729.jpg,movie snacks 20190729,20190730_225827_movie snacks 20190729.txt,324,21.43,6.67,8.44,2.84,0.11,14.18,1.9,1.7,6.38,20.11,2.21,0.0,116
1225,20190910_143856_rich chicken and onion gravy.jpg,rich chicken and onion gravy,20190910_143856_rich chicken and onion gravy.txt,210,20.32,6.3,8.7,4.13,0.94,4.75,0.25,0.37,2.83,1.92,1.81,0.0,175
1226,20201118_112620_wontan dough.jpg,wontan dough,20201118_112620_wontan dough.txt,312,0.86,0.17,0.09,0.34,0.0,65.4,0.26,2.31,0.0,8.83,0.57,0.0,0
1227,20210722_145000_broad bean tomato & avocado salad.jpg,broad bean tomato & avocado salad,20210722_145000_broad bean tomato & avocado salad.txt,88,5.8,0.82,3.84,0.72,0.0,8.06,2.8,3.13,0.02,2.25,0.42,0.0,0
1228,20191120_160320_pickling liquor.jpg,pickling liquor,20191120_160320_pickling liquor.txt,140,0.0,0.0,0.0,0.0,0.0,33.5,33.43,0.0,0.0,0.13,0.01,0.0,0
1229,20210708_123556_minced ginger.jpg,minced ginger,20210708_123556_minced ginger.txt,80,0.8,0.2,0.2,0.2,0.0,17.8,1.7,2.0,0.0,1.8,0.0,0.0,0
1230,20210501_193223_chicken chow mein.jpg,chicken chow mein,20210501_193223_chicken chow mein.txt,96,3.65,0.57,1.75,0.97,0.0,8.63,6.24,1.72,0.0,7.87,1.64,0.0,380
1231,20200106_163629_red cabbage salad.jpg,red cabbage salad,20200106_163629_red cabbage salad.txt,52,2.4,0.32,1.51,0.26,0.0,7.31,4.92,2.22,0.26,0.78,0.42,0.0,241
1232,20200903_214601_beetroot & cannellini bean humous.jpg,beetroot & cannellini bean humous,20200903_214601_beetroot & cannellini bean humous.txt,103,4.22,0.47,1.51,0.35,0.0,11.06,3.86,3.96,6.29,4.36,0.69,0.0,0
1233,20200531_193839_pork chermoula.jpg,pork chermoula,20200531_193839_pork chermoula.txt,320,20.85,6.53,9.4,3.77,0.0,5.43,4.09,1.17,0.11,28.12,0.59,0.0,400
1234,20190911_151232_pear and avocado salad.jpg,pear and avocado salad,20190911_151232_pear and avocado salad.txt,56,3.05,0.42,1.96,0.4,0.0,7.32,3.72,2.73,0.02,1.24,0.15,0.0,237
1235,20190408_154307_tomato and potato salad.jpg,tomato and potato salad,20190408_154307_tomato and potato salad.txt,102,6.22,0.48,0.0,0.05,0.0,10.55,1.78,1.34,0.0,1.31,0.5,0.0,130
1236,20200905_234853_lsr paella & trout & garden harvest.jpg,lsr paella & trout & garden harvest,20200905_234853_lsr paella & trout & garden harvest.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,35
1237,20190716_170728_bechamel sauce.jpg,bechamel sauce,20190716_170728_bechamel sauce.txt,184,11.41,7.18,1.41,0.25,0.0,14.02,3.82,0.39,0.0,6.36,0.46,0.0,900
1238,20190704_175049_prawn couscous w garlic flatbread.jpg,prawn couscous w garlic flatbread,20190704_175049_prawn couscous w garlic flatbread.txt,136,3.4,1.1,0.37,0.32,0.64,18.61,2.44,1.15,0.01,7.29,0.84,0.0,250
1239,20190626_111437_chicken & apple haggis sliders.jpg,chicken & apple haggis sliders,20190626_111437_chicken & apple haggis sliders.txt,216,11.99,3.01,2.3,1.06,0.01,13.39,4.54,1.78,1.35,13.39,1.0,0.0,53
1240,20190418_084517_salmon coriander nigiri lite.jpg,salmon coriander nigiri lite,20190418_084517_salmon coriander nigiri lite.txt,167,6.32,1.32,2.15,1.77,0.0,18.08,2.62,1.06,0.25,8.85,0.45,0.0,42
1241,20190717_205043_butternut and tomato soup.jpg,butternut and tomato soup,20190717_205043_butternut and tomato soup.txt,30,0.76,0.19,0.0,0.01,0.0,5.52,2.08,1.07,0.1,0.7,0.41,0.0,550
1242,20190905_095832_tomato on toast.jpg,tomato on toast,20190905_095832_tomato on toast.txt,156,4.55,0.65,1.45,2.15,0.0,21.8,2.6,3.6,0.0,5.75,0.48,0.0,60
1243,20200508_153227_mini chive pancake.jpg,mini chive pancake,20200508_153227_mini chive pancake.txt,343,25.82,3.49,2.35,1.46,0.0,17.45,1.02,1.38,13.9,10.08,3.29,0.0,5
1244,20200830_174617_goats cheese pecans & apple salad.jpg,goats cheese pecans & apple salad,20200830_174617_goats cheese pecans & apple salad.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,220
1245,20210319_150243_rainbow beans aubergine & charred onions.jpg,rainbow beans aubergine & charred onions,20210319_150243_rainbow beans aubergine & charred onions.txt,69,1.95,0.42,0.89,0.24,0.0,11.06,6.1,3.58,0.56,1.81,1.22,0.0,130
1246,20200702_192915_s&p prawn arancini.jpg,s&p prawn arancini,20200702_192915_s&p prawn arancini.txt,226,7.8,2.06,1.39,0.94,0.04,25.7,3.21,2.72,3.75,12.5,1.84,0.0,73
1247,20190113_163020_roots and fruits salad.jpg,roots and fruits salad,20190113_163020_roots and fruits salad.txt,31,0.18,0.01,0.0,0.05,0.0,7.06,4.85,1.49,0.43,0.94,0.06,0.0,235
1248,20200902_111157_cooked rigatoni.jpg,cooked rigatoni,20200902_111157_cooked rigatoni.txt,157,0.65,0.13,0.0,0.0,0.0,31.03,1.29,1.29,0.0,5.17,0.35,0.0,1160
1249,20190821_160236_swordfish and chips w veg medley.jpg,swordfish and chips w veg medley,20190821_160236_swordfish and chips w veg medley.txt,186,9.65,2.94,6.06,1.01,0.0,14.72,3.06,2.12,9.09,9.45,0.38,0.0,475
1250,20210317_141215_dumpling binder.jpg,dumpling binder,20210317_141215_dumpling binder.txt,129,2.79,0.79,0.74,0.79,0.0,8.86,0.41,0.26,0.1,15.69,1.59,0.0,0
1251,20190614_194122_lamb chop rounds.jpg,lamb chop rounds,20190614_194122_lamb chop rounds.txt,175,7.21,2.57,2.93,0.61,0.61,0.0,0.0,0.0,0.0,25.54,0.24,0.0,45
1252,20210318_142352_avocado & grape salad.jpg,avocado & grape salad,20210318_142352_avocado & grape salad.txt,76,4.91,0.66,2.74,0.97,0.0,7.94,4.62,2.77,0.02,1.74,0.29,0.0,358
1253,20190801_151041_chicken thigh steamed greens w curry sauce.jpg,chicken thigh steamed greens w curry sauce,20190801_151041_chicken thigh steamed greens w curry sauce.txt,67,2.33,0.59,0.51,0.32,0.0,2.59,1.72,0.87,0.23,8.04,0.52,0.02,474
1254,20210705_191947_seared turkey breast & hm kimchi.jpg,seared turkey breast & hm kimchi,20210705_191947_seared turkey breast & hm kimchi.txt,119,2.59,0.37,0.26,0.27,0.0,2.12,1.35,0.74,0.22,20.55,0.8,0.0,125
1255,20191225_173144_rum cointreau syrup.jpg,rum cointreau syrup,20191225_173144_rum cointreau syrup.txt,275,0.06,0.02,0.02,0.01,0.0,53.27,52.34,0.02,0.0,0.18,0.05,0.0,0
1256,20190626_164151_roast beets & carrots w carrot ribbons & tomato salad.jpg,roast beets & carrots w carrot ribbons & tomato salad,20190626_164151_roast beets & carrots w carrot ribbons & tomato salad.txt,94,5.84,0.75,3.47,0.6,0.0,9.82,5.54,2.77,1.03,1.43,1.06,0.0,320
1257,20200610_214400_movie snacks 20200610.jpg,movie snacks 20200610,20200610_214400_movie snacks 20200610.txt,243,10.27,1.77,3.19,0.53,0.0,15.02,1.52,0.75,6.93,21.64,1.77,0.0,128
1258,20200731_153045_squid & tomato w oregano & spring onion.jpg,squid & tomato w oregano & spring onion,20200731_153045_squid & tomato w oregano & spring onion.txt,197,17.31,2.77,11.88,1.85,0.0,6.93,2.81,1.59,1.2,4.14,0.75,0.0,195
1259,20190817_150233_courgette stuffing.jpg,courgette stuffing,20190817_150233_courgette stuffing.txt,242,11.1,3.56,2.35,3.53,0.0,23.06,3.8,3.63,0.0,11.15,0.75,0.0,132
1260,20190706_124131_pepper ham and tomato baguette round.jpg,pepper ham and tomato baguette round,20190706_124131_pepper ham and tomato baguette round.txt,128,5.47,0.78,0.0,0.0,0.0,10.44,2.22,0.9,8.22,8.82,1.04,0.0,100
1261,20190823_183225_seeded panini burger.jpg,seeded panini burger,20190823_183225_seeded panini burger.txt,246,13.13,4.19,3.98,0.84,0.04,14.41,6.19,1.55,0.06,16.49,1.88,0.0,345
1262,20190822_174117_fish fingers w ketchup and mayo.jpg,fish fingers w ketchup and mayo,20190822_174117_fish fingers w ketchup and mayo.txt,346,21.68,1.59,0.0,0.0,0.0,24.62,4.95,0.84,0.0,12.52,1.2,0.0,120
1263,20190805_162513_fried garlic.jpg,fried garlic,20190805_162513_fried garlic.txt,296,14.12,1.21,0.0,0.0,0.0,25.37,2.4,7.03,22.97,13.54,0.02,0.0,14
1264,20210409_122838_korean bbq lamb leg.jpg,korean bbq lamb leg,20210409_122838_korean bbq lamb leg.txt,118,6.42,2.72,0.22,0.05,0.0,4.6,2.62,1.73,0.27,10.09,0.93,0.0,45
1265,20190525_121230_pea and chicken broth.jpg,pea and chicken broth,20190525_121230_pea and chicken broth.txt,31,1.11,0.39,0.42,0.05,0.0,3.62,2.02,1.06,0.68,1.22,0.62,0.0,363
1266,20190122_150641_rainbow salad.jpg,rainbow salad,20190122_150641_rainbow salad.txt,54,2.28,0.32,1.45,0.3,0.0,8.84,3.59,2.49,0.28,1.04,0.31,0.0,206
1267,20190606_134802_cod dumpling tortilla and pear salad.jpg,cod dumpling tortilla and pear salad,20190606_134802_cod dumpling tortilla and pear salad.txt,98,2.08,0.44,0.4,0.65,0.47,8.87,5.02,1.28,0.07,11.06,0.13,0.0,346
1268,20200502_141217_smoked mussel salad w baked mash potato.jpg,smoked mussel salad w baked mash potato,20200502_141217_smoked mussel salad w baked mash potato.txt,111,6.22,1.67,0.51,0.86,0.0,11.44,5.19,1.2,0.11,3.08,0.31,0.0,350
